Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1660110.3","Methylobacterium sp. SCN 67-24",,1660110,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652453","GCA_001724885.1",,"MEEG00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","24.03x","idba_ud v. 1.1",,,304,4931609,67.08,5066,4785,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,91.6,85.9,86.5,7.4,,"Good","2016-11-16T07:11:08.680Z","2016-11-16T07:11:08.680Z"
"1660111.3","Microbacterium sp. SCN 71-17",,1660111,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652454","GCA_001724905.1",,"MEEH00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","16.67x","idba_ud v. 1.1",,,154,3503751,70.71,3499,3335,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,97.4,95.2,97,4.3,,"Good","2016-11-16T06:07:40.614Z","2016-11-16T06:07:40.614Z"
"1660112.3","Microbacterium sp. SCN 70-18",,1660112,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652455","GCA_001724385.1",,"MEEI00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","17.71x","idba_ud v. 1.1",,,91,3055905,70,3022,2897,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,95.6,94.3,96.5,,,"Good","2016-11-16T05:10:59.053Z","2016-11-16T05:10:59.053Z"
"1660113.3","Microbacterium sp. SCN 70-200",,1660113,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652456","GCA_001724395.1",,"MEEJ00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","193.37x","idba_ud v. 1.1",,,33,3077261,69.63,2906,2778,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,97.5,95.8,99.7,1,,"Good","2016-11-16T04:52:12.491Z","2016-11-16T04:52:12.491Z"
"1660114.3","Microbacterium sp. SCN 70-27",,1660114,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652457","GCA_001724425.1",,"MEEK00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","26.50x","idba_ud v. 1.1",,,69,2654246,70.04,2553,2436,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,96.7,95.1,97,2,,"Good","2016-11-16T04:48:33.755Z","2016-11-16T04:48:33.755Z"
"1660115.3","Microbacterium sp. SCN 69-37",,1660115,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652458","GCA_001724435.1",,"MEEL00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","37.09x","idba_ud v. 1.1",,,69,2994243,69.4,2994,2833,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,96.4,94.9,98.3,0.7,,"Good","2016-11-16T04:43:29.967Z","2016-11-16T04:43:29.967Z"
"1660116.3","Microbacterium sp. SCN 71-21",,1660116,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652503","GCA_001725695.1",,"MEGA00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","20.55x","idba_ud v. 1.1",,,127,2638424,70.59,2659,2540,,"Thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,97.1,95.6,96.2,2.1,,"Good","2016-11-16T07:15:34.079Z","2016-11-16T07:15:34.079Z"
"1660117.3","Microbacterium sp. SCN 70-10",,1660117,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652502","GCA_001725685.1",,"MEFZ00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","10.44x","idba_ud v. 1.1",,,160,1170445,70.37,1265,1167,,"Thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,88.6,88.3,37.7,5.6,,"Good","2016-11-16T07:00:52.234Z","2016-11-16T07:00:52.234Z"
"1660118.3","Niabella sp. SCN 42-15",,1660118,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652461","GCA_001724455.1",,"MEEM00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","15.98x","idba_ud v. 1.1",,,73,894739,42.25,889,786,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,89.4,89.4,27.5,,,"Good","2016-11-16T04:20:56.596Z","2016-11-16T04:20:56.596Z"
"1660119.3","Niastella sp. SCN 39-18",,1660119,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652462","GCA_001724485.1",,"MEEN00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","21.68x","idba_ud v. 1.1",,,51,3217442,39.31,3022,2839,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,95.8,94.9,98.2,1.8,,"Good","2016-11-16T04:59:39.600Z","2016-11-16T04:59:39.600Z"
"1660120.3","Novosphingobium sp. SCN 63-17",,1660120,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652505","GCA_001725345.1",,"MEGC00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","17.20x","idba_ud v. 1.1",,,95,5923905,63.47,5599,5274,,"Thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,95,88.7,96.5,11.2,,"Good","2016-11-16T07:38:40.751Z","2016-11-16T07:38:40.751Z"
"1660121.3","Novosphingobium sp. SCN 66-18",,1660121,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652506","GCA_001725355.1",,"MEGD00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","17.53x","idba_ud v. 1.1",,,81,4567371,65.94,4417,4190,,"Thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,94.7,90.8,91.3,3.8,,"Good","2016-11-16T07:59:40.053Z","2016-11-16T07:59:40.053Z"
"1660122.3","Paludibacter sp. SCN 51-9",,1660122,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652508","GCA_001725755.1",,"MEGE00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","8.68x","idba_ud v. 1.1",,,52,391599,51.24,342,319,,"Thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,93.2,93.1,12.8,,,"Good","2016-11-16T06:56:42.529Z","2016-11-16T06:56:42.529Z"
"1660123.3","Pelagibacterium sp. SCN 63-126",,1660123,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652469","GCA_001724555.1",,"MEET00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","126.89x","idba_ud v. 1.1",,,16,4043057,62.72,3992,3840,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,94.3,91.6,98.3,6.4,,"Good","2016-11-16T06:08:33.415Z","2016-11-16T06:08:33.415Z"
"1660124.3","Pelagibacterium sp. SCN 63-23",,1660124,"WGS",,,,,,,,,"2016-09-13T00:00:00Z","26031303","PRJNA279279","SAMN03652470","GCA_001724575.1",,"MEEU00000000",,"Banfield Lab, University of California, Berkeley",,"Illumina HiSeq2000","23.30x","idba_ud v. 1.1",,,110,7074274,62.79,7077,6770,,"Cyanide and thiocyanate bioreactor",,"2012-10","South Africa","South Africa: University of Cape Town, Rondebosch",,,,,,,,,,,,,,,,,,,,,,,,,"Gold mining and other industrial activities make extensive use of cyanide (CN-) and produce large volumes of thiocyanate- (SCN-) contaminated wastewater that must be treated before reuse in mining processes. Furthermore, contaminated wastewater stored in tailings dams may pose an environmental threat through the potential for leakage into local groundwater. Microbial communities are often used for biodegradation and environmental remediation, however, little is known about the membership and metabolic potential of SCN-degrading consortia. Application and improvement of the remediation strategy will benefit from an understanding of organisms that can contribute to the breakdown of SCN- into sulfur, carbon and nitrogen compounds. To this end, we performed metagenomic analysis of samples from two laboratory-scale bioreactors used to study SCN- and CN- degradation by established microbial consortia. Community analysis revealed the dominance of Thiobacillus spp. whose genomes harbor a previously unreported operon for SCN- degradation. Metabolic predictions suggest that a large portion of each bioreactor community is autotrophic, relying not on molasses in reactor feed, but using energy gained from oxidation of the sulfur compounds produced during SCN- degradation. Heterotrophs compose a smaller portion of the reactor bacterial community, and predation by phage and eukaryotes is predicted to affect community dynamics. Furthermore, genes for ammonium oxidation and denitrification were detected, possibly allowing removal of nitrogen as required for complete remediation of wastewater. These findings suggest possible optimization strategies for reactor design such as improved aerobic/anaerobic partitioning and elimination of organic carbon from reactor feed.;derived from metagenome",,93.9,60.5,98.5,48.8,,"Good","2016-11-16T07:31:45.851Z","2016-11-16T07:31:45.851Z"
