genome_id,genome_name,organism_name,ncbi_taxon_id,genome_status,strain,serovar,biovar,pathovar,mlst,other_typing,culture_collection,type_strain,completion_date,publication,bio_project_accession,bio_sample_accession,assembly_accession,sra_accession,gen_bank_accessions,ref_seq_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,ref_seq_cds,isolation_site,isolation_source,isolation_comments,collection_date,isolation_country,geographic_location,latitude,longitude,altitude,depth,other_environmental,host_name,host_gender,host_age,host_health,body_sample_site,body_sample_subsite,other_clinical,anti_microbial_resistance,anti_microbial_resistance_evidence,gram_stain,cell_shape,motility,sporulation,temperature_range,optimal_temperature,salinity,oxygen_requirement,habitat,disease,comments,additional_metadata,coarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_quality_flags,genome_quality,date_inserted,date_modified
237258.26,Cloacibacterium normanense strain NRS-1,NA,237258,Complete,NRS-1,NA,NA,NA,NA,NA,ATCC:BAA-825,Yes,2018-12-04T00:00:00Z,NA,PRJNA498697,SAMN05731713,GCA_003860565.1,NA,CP034157,NA,Bacterial Special Pathogens Branch (CDC),NA,PacBio,201.2x,HGAP v. 3,1,NA,1,2759562,33.060535,2628,2496,NA,Untreated municipal wastewater,NA,Aug-00,USA,"USA: Norman, OK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,complete circularized genome of Cloacibacterium normanense type strain NRS1,"sample_type:environmental;identified_by:Ralph S Tanner, Toby D Allen",NA,NA,NA,NA,NA,Good,2019-07-18T04:06:29Z,2019-07-18T04:06:29Z
1223515.3,Corynebacterium humireducens NBRC 106098 = DSM 45392,NA,1223515,Complete,MFC-5,NA,NA,NA,NA,NA,DSM 45392,NA,2015-01-16T00:00:00Z,-,PRJNA172965,SAMN03283197,GCA_000819445.1,NA,CP005286.1,NZ_CP005286.1,"CeBiTec, Bielefeld University",NA,Illumina,198.1,Newbler v. 2.6,1,NA,1,2681312,68.57,2563,2545,NA,NA,isolated form a wastewater-fed microbial fuel cell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,Bacilli,No,No,Mesophilic,37C,Mesophilic,Facultative,Aquatic,NA,"Complete genome sequence of Corynebacterium humireducens DSM 45392(T), isolated form a wastewater-fed microbial fuel cell.",NA,98.3,97.6,99.2,0.1,NA,Good,2015-03-12T13:40:40Z,2015-03-16T03:17:09Z
1768108.1,Deinococcus actinosclerus strain SJTR strain Deinococcus actinosclerus SJTR,NA,1768108,Complete,Deinococcus actinosclerus SJTR,NA,NA,NA,NA,NA,NA,NA,2018-06-11T00:00:00Z,NA,PRJNA474625,SAMN09356193,GCA_003206515.1,NA,"CP029774,CP029775,CP029776,CP029777,CP029778",NA,Shanghai Jiaotong University,NA,Illumina MiSeq; PacBio,1041.0x,A5-miseq v. v20150522; CANU v. v1.4,1,4,5,4012018,70.59275,3936,3777,NA,wastewater,NA,Jul-17,China,China:Shanghai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A new Deinococcus actinosclerus strain capable of degrading natural estrogens,sample_type:mixed culture,98.2,97.9,96.9,1,NA,Good,2018-07-16T00:32:29Z,2018-07-16T00:32:29Z
1546149.3,Diaphorobacter polyhydroxybutyrativorans strain SL-205,NA,1546149,Complete,SL-205,NA,NA,NA,NA,NA,NA,NA,2017-07-05T00:00:00Z,26012582,PRJNA325173,SAMN05284426,NA,NA,CP016278,NA,Beijing Agro-Biotechnology Research Center,NA,PacBio,160x,SMRT portal v. 2.3,1,NA,1,4061276,66.65,3884,3657,NA,"denitrification reactor treating nitrate-contaminated water, and has been identified to belong to a new species, Diaphorobacter polyhydroxybutyrativorans","isolated from a denitrification reactor treating nitrate-contaminated water, and has been identified to belong to a new species, Diaphorobacter polyhydroxybutyrativorans",10/1/12,China,China: Beijing,NA,NA,NA,surface,env_biome:Denitrifying reactor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This strain (SL-205) was isolated from a denitrification reactor treating nitrate-contaminated water, and has been identified to belong to a new species, Diaphorobacter polyhydroxybutyrativorans. The related information on the strain can be found in Int J Syst Evol Microbiol (2015, 65: 2913-2918). The study goal is to obtain the genomic data for this newly established species, and to lay a foundation for using this bacterium to biodenitrification of water and wastewater.",NA,99.5,98.7,100,NA,NA,Good,2017-07-23T05:38:32Z,2017-07-23T05:38:32Z
550.1146,Enterobacter cloacae strain 704SK10,NA,550,Complete,704SK10,NA,NA,NA,MLST.Enterobacter_cloacae.272,NA,NA,NA,2017-06-30T00:00:00Z,NA,PRJNA391277,SAMN07260410,NA,NA,"CP022148,CP022149,CP022150",NA,University of Zurich,NA,PacBio,217.0x,SMRTAnalysis v. 2.3,1,2,3,5051588,55.69,4980,4862,NA,wastewater,NA,Dec-15,Switzerland,Switzerland:Basel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Full genome sequencing of AMR enterobacteria isolated from food and the environment,sample_type:water,99.6,98.1,100,NA,NA,Good,2017-07-23T03:05:44Z,2017-07-23T03:05:44Z
2066051.3,Enterobacteriaceae bacterium ENNIH1,NA,2066051,Complete,ENNIH1,NA,NA,NA,NA,NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040390,GCA_002903065.1,NA,"CP026193,CP026196,CP026195,CP026194",NA,NIH,NA,PacBio RSII,302x,canu v. 1.3,1,3,4,5666332,52.70533,5839,5525,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.1,95.8,98.3,6.3,NA,Good,2018-05-25T20:30:54Z,2018-05-25T20:30:54Z
1920109.3,Enterobacteriaceae bacterium ENNIH2,NA,1920109,Complete,ENNIH2,NA,NA,NA,NA,NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040391,GCA_002903045.1,NA,"CP026192,CP026191,CP026189,CP026190,CP026188,CP026187",NA,NIH,NA,PacBio RSII,240x,canu v. 1.4,1,5,6,6262406,52.794582,6522,6124,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.5,96.7,99.1,2.7,NA,Good,2018-05-25T20:33:22Z,2018-05-25T20:33:22Z
1920128.3,Enterobacteriaceae bacterium ENNIH3,NA,1920128,Complete,ENNIH3,NA,NA,NA,NA,NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040429,GCA_002903085.1,NA,"CP026197,CP026198",NA,NIH,NA,PacBio RSII,197x,canu v. 1.4,1,1,2,6079128,52.86735,6319,5925,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.2,96.4,99.1,1.9,NA,Good,2018-05-25T20:33:34Z,2018-05-25T20:33:34Z
2052938.3,Enterobacteriaceae bacterium S05,NA,2052938,Complete,S05,NA,NA,NA,NA,NA,NA,NA,2018-04-23T00:00:00Z,NA,PRJNA417339,SAMN07982887,GCA_003063705.1,NA,CP024784,NA,Hokkaido University,NA,PacBio,174.25x,Hierarchical genome assembly process,1,NA,1,5157054,58.033443,5142,5008,NA,Fouled membrane in a membrane bioreactor,isolated from a fouled membrane in a membrane bioreactor treating municipal wastewater,Apr-13,Japan,Japan: Sapporo,NA,NA,NA,NA,env_biome:Biomass on a fouled membrane,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This study aims to characterize the genomic features of Enterobacteriaceae strain S05, a fouling-causing bacterium isolated from a fouled membrane in a membrane bioreactor treating municipal wastewater. This strain produces soluble microbial products causing membrane fouling and is capable of utilizing various electron accepters for respiration, including anodic electrode. The genomic information of strain S05 should help predict metabolic pathways associated with these unique biological properties of this bacterial strain.",sample_type:Bacterial isolate;collected_by:So Ishizaki;identified_by:So Ishizaki,99.5,98,100,2.5,NA,Good,2018-05-30T18:57:06Z,2018-05-30T18:57:06Z
562.17727,Escherichia coli strain ABWA45,NA,562,Complete,ABWA45,NA,NA,NA,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",NA,NA,NA,2017-06-30T00:00:00Z,NA,PRJNA391287,SAMN07260764,NA,NA,"CP022154,CP022155,CP022156,CP022157,CP022158,CP022159",NA,University of Zurich,NA,PacBio,213.0x,SMRTAnalysis v. 2.3,1,5,6,5466321,51,5880,5703,NA,wastewater,NA,Jan-16,Switzerland,Switzerland:Basel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Full genome sequencing of AMR enterobacteria isolated from food and the environment,sample_type:water,99.9,98.7,100,2.2,NA,Good,2017-07-23T03:12:05Z,2017-07-23T03:12:05Z
562.28209,Escherichia coli strain ECONIH5,NA,562,Complete,ECONIH5,NA,NA,NA,"MLST.Escherichia_coli_1.399,MLST.Escherichia_coli_2.554",NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040386,GCA_002903105.1,NA,"CP026202,CP026208,CP026203,CP026206,CP026207,CP026204,CP026205,CP026209",NA,NIH,NA,PacBio RSII,234x,canu v. 1.4,1,7,8,6028201,50.755207,6590,6406,NA,patients and hospital environment,isolated from patients and hospital environment,2015,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,100,98.2,100,1.1,NA,Good,2018-05-25T20:34:23Z,2018-05-25T20:34:23Z
562.39113,Escherichia coli strain WPB102,NA,562,Complete,WPB102,NA,NA,NA,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",NA,NA,NA,2018-12-14T00:00:00Z,NA,PRJNA508839,SAMN10531493,GCA_003945485.1,NA,CP034428,NA,National University of Singapore,NA,Illumina HiSeq,300x,Velvet v. 2.2.4,1,NA,1,4595459,50.74436,4643,4406,NA,genetically modified lab strain MG1655,isolated from a hospital wastewater effluent in Singapore,10/20/17,Singapore,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A ceftazidime-resistant Acinetobacter baumannii was isolated from a hospital wastewater effluent in Singapore. The isolate then acted as donor and was subjected to filter mating experiment with E. coli SCC1 strain as recipient. The recipient, donor and transconjugate was then sequenced and both donor and transconjugate was found to harbour blaNDM-1 and aph(3’)-VI gene, of which bla¬NDM-1 was responsible for the resistance against ceftazidime.",sample_type:cell culture,100,99.8,NA,NA,NA,Good,2019-01-31T09:17:09Z,2019-01-31T09:17:09Z
562.39112,Escherichia coli strain WPB121,NA,562,Complete,WPB121,NA,NA,NA,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",NA,NA,NA,2018-12-14T00:00:00Z,NA,PRJNA508839,SAMN10531495,GCA_003945445.1,NA,CP034426,NA,National University of Singapore,NA,Illumina HiSeq,300x,Velvet v. 2.2.4,1,NA,1,4637028,50.62901,4702,4453,NA,ceftazidime (8 ppm) after mating experiment,isolated from a hospital wastewater effluent in Singapore,10/20/17,Singapore,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A ceftazidime-resistant Acinetobacter baumannii was isolated from a hospital wastewater effluent in Singapore. The isolate then acted as donor and was subjected to filter mating experiment with E. coli SCC1 strain as recipient. The recipient, donor and transconjugate was then sequenced and both donor and transconjugate was found to harbour blaNDM-1 and aph(3’)-VI gene, of which bla¬NDM-1 was responsible for the resistance against ceftazidime.",sample_type:cell culture,100,99.6,NA,NA,NA,Good,2019-01-31T09:16:34Z,2019-01-31T09:16:34Z
253239.24,Ethanoligenens harbinense strain W1,NA,253239,Complete,W1,NA,NA,NA,NA,NA,NA,NA,2019-05-07T00:00:00Z,NA,PRJNA476654,SAMN09450794,GCA_005222505.1,NA,CP030278,NA,Harbin Institute of Technology,NA,PacBio,300x,SMRT portal v. unspecified,1,NA,1,3009512,55.55974,3366,2812,NA,anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor,NA,2001,NA,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The goal of the study is to provide a molecular map to acquire the basic genomic information of strain W1, trace the evolution and variation of species and understand the metabolism and regulation mechanism of the hydrogen producing bacteria. It is significant for the further research to enhanced hydrogen production by using Ethanoligenens harbinense in engineering application.",sample_type:pure culture,100,100,NA,NA,NA,Good,2019-07-18T04:57:47Z,2019-07-18T04:57:47Z
253239.4,Ethanoligenens harbinense strain X-29,NA,253239,Complete,X-29,NA,NA,NA,NA,NA,NA,NA,2018-10-04T00:00:00Z,NA,PRJNA406999,SAMN07637938,GCA_003612855.1,NA,CP025288,NA,Harbin Institute of Technology,NA,PacBio,300x,SMRT portal v. Version 3.2.0,1,NA,1,3100123,55.488186,3502,2898,NA,anaerobic activated sludge of molasses wastewater in a continuous stirred-tank reactor.,NA,2006,China,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The goal of the study is to provide a molecular map to acquire the basic genomic information of strain X-29, trace the evolution and variation of species and understand the metabolism and regulation mechanism of the hydrogen producing bacteria. It is significant for the further research to enhanced hydrogen production by using Ethanoligenens harbinense in engineering applications.",sample_type:pure culture,100,99.9,NA,NA,NA,Good,2018-11-28T20:15:56Z,2018-11-28T20:15:56Z
35554.4,Geobacter sulfurreducens strain AM-1,NA,35554,Complete,AM-1,NA,NA,NA,NA,NA,NA,NA,2015-03-24T00:00:00Z,NA,PRJNA270810,SAMN03268940,GCF_000961035.1,NA,CP010430,NA,Centre for Genomic Regulation,NA,NA,NA,NA,NA,NA,1,4566144,60.18,4312,3906,NA,NA,NA,15-Jan-91,Russia,Russia: Dzerzinsk,NA,NA,NA,NA,env_biome:wastewater treatment reactor of plastic production plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The G. sulfurreducens AM-1 strain is capable of complete oxidation of acetate coupled to reduction of methacrylate (2-methylpropenoate). The goal of this study was to discover the sequences of the genes involved into this pathway and to study its evolution.,NA,99.9,99.6,98.9,2.3,NA,Good,2016-01-17T15:50:43Z,2016-01-17T15:50:43Z
115561.9,Halomonas hydrothermalis strain Y2,NA,115561,Complete,Y2,NA,NA,NA,NA,NA,NA,NA,2017-10-04T00:00:00Z,27315164,PRJNA401644,SAMN07609045,GCA_002442575.1,NA,CP023656,NA,Shandong university,NA,Illumina HiSeq,3490716.0x,SOAPdenovo v. v2.04,1,NA,1,3933432,60.24,3662,3554,NA,pulp mill wastewater,isolated from pulp mill wastewater,14-Dec-11,China,China: Shandong Province,NA,NA,NA,NA,env_biome:Pulp mill wastewater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Halomonas sp. Y2 is a halotolerant and alkaliphilic strain isolated from pulp mill wastewater. To explore its adaptive mechanisms for extreme environment, genome sequencing was conducted.",NA,95.8,94,100,NA,NA,Good,2017-11-25T14:30:06Z,2017-11-25T14:30:06Z
1134687.65,Klebsiella michiganensis strain AACKY,NA,1134687,Complete,AACKY,NA,NA,NA,NA,genotype:betalactam resistance,NA,NA,2018-06-12T00:00:00Z,NA,PRJNA474242,SAMN09296203,GCA_003205795.1,NA,"CP029770,CP029771",NA,University of Regina,NA,Illumina MiSeq,12.1x,SPAdes v. 3.10,1,1,2,5537724,55.970024,5735,5397,NA,wastewater treatment plant,NA,14-Sep-15,Canada,Canada: Regina City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Isolation and sequencing of an antibiotic resistance plasmid-carrying strain of Klebsiella oxytoca;many frameshifted proteins;missing ribosomal protein genes,collected_by:Adeyinka Ajayi,97.9,92.5,96.6,5.9,NA,Good,2018-07-16T00:25:48Z,2018-07-16T00:25:48Z
571.311,Klebsiella oxytoca strain KONIH5,NA,571,Complete,KONIH5,NA,NA,NA,MLST.Klebsiella_oxytoca.85,NA,NA,NA,2018-01-30T00:00:00Z,NA,PRJNA430813,SAMN06040382,GCA_002906435.1,NA,"CP026275,CP026276,CP026277",NA,NIH,NA,PacBio RSII,187x,canu v. 1.3,1,2,3,6518214,55.59658,6606,6331,NA,patients and hospital environment,isolated from patients and hospital environment,2015,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.5,97,100,NA,NA,Good,2018-05-25T20:56:57Z,2018-05-25T20:56:57Z
573.1987,Klebsiella pneumoniae strain J1,NA,573,Complete,J1,NA,NA,NA,MLST.Klebsiella_pneumoniae.111,NA,DSM 101559,NA,2015-12-24T00:00:00Z,NA,PRJNA306571,SAMN04357099,GCF_001482345.1,NA,"CP013711,CP013712,CP013713","NZ_CP013711.1,NZ_CP013712.1,NZ_CP013713.1",State Key Laboratory of Urban Water Resource and Environment,NA,PacBio,140x,SMRT Analysis v. 2.3.0,1,2,3,5406866,57.24,5376,5198,NA,the activated sludge of Harbin Taiping wastewater treatment plant,isolated from the activated sludge of Harbin Taiping wastewater treatment plant,Oct-14,China,China: Harbin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,Klebsiella pneumoniae J1 has been deposited with the accession number DSM 101559. This strain was isolated from the activated sludge of Harbin Taiping wastewater treatment plant.,sample_type:whole oragnism,99.5,98.1,100,0.7,NA,Good,2016-01-31T21:02:02Z,2016-01-31T21:02:02Z
573.17904,Klebsiella pneumoniae strain KPNIH48,NA,573,Complete,KPNIH48,NA,NA,NA,MLST.Klebsiella_pneumoniae.252,NA,NA,NA,2018-02-04T00:00:00Z,NA,PRJNA430813,SAMN06040387,GCA_002935085.1,NA,"CP026392,CP026394,CP026395,CP026397,CP026393,CP026396,CP026398",NA,NIH,NA,PacBio RSII,226x,canu v. 1.3,1,6,7,6296819,56.31113,6667,6422,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.9,98.2,100,NA,NA,Good,2018-05-26T00:00:12Z,2018-05-26T00:00:12Z
573.17822,Klebsiella pneumoniae strain KPNIH49,NA,573,Complete,KPNIH49,NA,NA,NA,MLST.Klebsiella_pneumoniae.359,NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040388,GCA_002903025.1,NA,"CP026178,CP026179,CP026182,CP026186,CP026181,CP026180,CP026185,CP026184,CP026183",NA,NIH,NA,PacBio RSII,250x,canu v. 1.5,1,8,9,6374553,56.209274,6853,6591,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.1,97,100,1,NA,Good,2018-05-25T20:34:01Z,2018-05-25T20:34:01Z
573.17821,Klebsiella pneumoniae strain KPNIH50,NA,573,Complete,KPNIH50,NA,NA,NA,MLST.Klebsiella_pneumoniae.252,NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040389,GCA_002903005.1,NA,"CP026177,CP026175,CP026174,CP026176,CP026172,CP026173",NA,NIH,NA,PacBio RSII,214x,canu v. 1.3,1,5,6,6209759,56.354553,6676,6417,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.9,98.3,100,0.7,NA,Good,2018-05-25T20:31:12Z,2018-05-25T20:31:12Z
1920114.3,Leclercia sp. LSNIH1,NA,1920114,Complete,LSNIH1,NA,NA,NA,NA,NA,NA,NA,2018-01-29T00:00:00Z,NA,PRJNA430813,SAMN06040403,GCA_002902985.1,NA,"CP026167,CP026169,CP026170,CP026171,CP026168",NA,NIH,NA,PacBio RSII,250x,canu v. 1.3,1,4,5,5411940,55.496662,5470,5294,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99,97.8,99.1,0.9,NA,Good,2018-05-25T20:32:41Z,2018-05-25T20:32:41Z
1920116.3,Leclercia sp. LSNIH3,NA,1920116,Complete,LSNIH3,NA,NA,NA,NA,NA,NA,NA,2018-02-04T00:00:00Z,NA,PRJNA430813,SAMN06040408,GCA_002935105.1,NA,"CP026387,CP026389,CP026388,CP026390,CP026391",NA,NIH,NA,PacBio RSII,176x,canu v. 1.4,1,4,5,5389886,55.3136,5375,5193,NA,patients and hospital environment,isolated from patients and hospital environment,2016,United States,United States,NA,NA,NA,NA,env_biome:wastewater/sludge,"Human, Homo sapiens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",NA,99.4,98,99.6,0.9,NA,Good,2018-05-26T00:01:11Z,2018-05-26T00:01:11Z
91891.43,Legionella pneumophila subsp. pneumophila strain FFI337,NA,91891,Complete,FFI337,NA,NA,NA,NA,NA,NA,NA,2016-10-14T00:00:00Z,NA,PRJNA337897,SAMN05513581,GCF_001766375.1,SRR4017190,CP016876,NZ_CP016876.1,Norwegian Defence Research Establishment (FFI),NA,PacBio RS II,345x,SMRT Analysis v. 2.3; HGAP 3; RS,1,NA,1,3362463,38.38,3206,2958,NA,wastewater treatment plant biodam,NA,6/25/08,Norway,Norway: Sarpsborg/Fredrikstad,NA,NA,NA,NA,env_biome:wastewater treatment plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Genome sequencing of Legionella pneumophila subsp. pneumophila isolates from 2005 and 2008 Legionellosis outbreak in Fredrikstad, Norway",NA,99.8,99.4,100,0.6,NA,Good,2016-11-17T07:16:51Z,2016-11-17T07:16:51Z
265072.11,Methylobacillus flagellatus KT,Methylobacillus flagellatus KT,265072,Complete,KT,NA,NA,NA,NA,NA,NA,NA,2006-04-10T00:00:00Z,17416667,PRJNA10647,SAMN02598256,GCA_000013705.1,NA,CP000284,NC_007947,DOE Joint Genome Institute,complete,NA,NA,NA,1,NA,1,2971517,55.7,2896,2753,NA,activated sludge found at the wastewater treatment plant,"isolated from activated sludge found at the wastewater treatment plant in Moscow, Russia and is the fastest growing methylotroph discovered",NA,Russia,Moscow Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,Rod,Yes,NA,Mesophilic,30-42,NA,Aerobic,Specialized,NA,"Methylobacillus flagellatus strain KT. This organism contains multiple formaldehyde degradation pathways including a ribulose monophosphate (RMP) cycle and a linear pathway utilizing tetrahydromethanopterin-dependent enzymes. Degradation of formaldehydge is part of the process of incorporating carbon into the cell, and as this organism is an obligate methylotroph and can only utilize methanol and methylamine as the sole carbon and energy sources, conversion of intermediates is both an important part of the growth of cell and an exploitable process for industrial purposes. This strain was isolated from activated sludge found at the wastewater treatment plant in Moscow, Russia and is the fastest growing methylotroph discovered. The fast growth and conversion rate make it useful in industrial production of biomolecules.",NA,99.3,99.3,100,5.5,NA,Good,2014-12-08T22:12:03Z,2015-03-16T03:17:09Z
1479019.3,Methylobacterium sp. C1,NA,1479019,Complete,C1,NA,NA,NA,NA,NA,NA,NA,2016-10-26T00:00:00Z,NA,PRJNA347892,SAMN05898468,GCF_001854385.1,NA,CP017640,NZ_CP017640.1,Soochow University,NA,454,200.0x,ABySS v. April-2016,1,NA,1,6459145,71.23,6581,NA,NA,chemical wastewater,NA,2012-10,China,China:Suzhou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,degradation of xenobiotics,sample_type:metagenomic assembly,98.9,97.3,93.7,NA,NA,Good,2016-11-19T05:03:14Z,2016-11-19T05:03:14Z
